Season,Team,Wins,CompWins,RookCapPct,OffCapPct,QBCapPct
2012,Seattle Seahawks,11,6.5692997,.32084078,.4992418,.041861277
2013,Seattle Seahawks,13,6.7675285,.25542071,.57312286,.041772757
2014,Seattle Seahawks,12,7.4947395,.25887653,.46185812,.015867287
2015,Seattle Seahawks,10,5.8132954,.16398053,.43678722,.058084067
2016,Seattle Seahawks,10.5,7.7496262,.133757,.42433146,.12657638
2017,Seattle Seahawks,9,8.3351555,.16763614,.40186775,.092306197
2018,Seattle Seahawks,10,9.3200512,.14337158,.47248739,.14689012
2019,Seattle Seahawks,11,8.038044,.16526602,.51139069,.1463562
2020,Seattle Seahawks,12,8.6941986,.19050474,.54122502,.15962695
2021,Seattle Seahawks,7,9.0247383,.19677113,.54826802,.19555853
2022,Seattle Seahawks,9,8.5208321,.18638854,.51592553,.14515625
2023,Seattle Seahawks,9,8.0792847,.27236107,.46568546,.067343116
2024,Seattle Seahawks,10,8.7270451,.22230586,.4643333,.1102877
2011,Tampa Bay Buccaneers,4,7.2259007,.31848168,.55085093,.03307756
2012,Tampa Bay Buccaneers,7,6.8877392,.34464014,.58052826,.063848957
2013,Tampa Bay Buccaneers,4,6.5668125,.44150141,.47365153,.085326172
2014,Tampa Bay Buccaneers,2,7.9781799,.20101817,.42757607,.041582882
2015,Tampa Bay Buccaneers,6,7.621048,.19089544,.46689156,.044665776
2016,Tampa Bay Buccaneers,9,7.8519402,.19912216,.4823603,.052605707
2017,Tampa Bay Buccaneers,5,8.3582973,.21460554,.44573334,.076478153
2018,Tampa Bay Buccaneers,5,7.7347126,.20107852,.47131115,.06653814
2019,Tampa Bay Buccaneers,7,7.227232,.32746732,.57250994,.1260571
2020,Tampa Bay Buccaneers,11,7.9451923,.20490293,.55244946,.13925344
2021,Tampa Bay Buccaneers,13,8.0456524,.25869077,.54887366,.076665975
2022,Tampa Bay Buccaneers,8,8.7372246,.22742583,.53175455,.080124997
2023,Tampa Bay Buccaneers,9,8.9804478,.20175178,.59395945,.17453244
2024,Tampa Bay Buccaneers,10,8.769619,.20074654,.4512001,.047937449
2011,Tennessee Titans,9,9.9283905,.25649244,.51754093,.089756645
2012,Tennessee Titans,6,9.4662018,.23843767,.59422225,.091154955
2013,Tennessee Titans,7,9.0593815,.22335985,.62581038,.066984497
2014,Tennessee Titans,2,9.6493797,.24799715,.51369268,.054206818
2015,Tennessee Titans,3,8.1418476,.25223982,.39888972,.051091898
2016,Tennessee Titans,9,8.7488575,.26908776,.47041133,.051381484
2017,Tennessee Titans,9,7.5664387,.23700058,.41652778,.063899763
2018,Tennessee Titans,9,7.9756222,.21213092,.4181546,.054316167
2019,Tennessee Titans,9,7.6105366,.3056547,.50731015,.13747601
2020,Tennessee Titans,11,8.2551689,.17462677,.51485282,.10769119
2021,Tennessee Titans,12,9.2844563,.19443749,.56937259,.066476472
2022,Tennessee Titans,7,9.450613,.18337204,.55232584,.19065338
2023,Tennessee Titans,6,9.3398285,.18393457,.52577519,.17837209
2024,Tennessee Titans,3,9.8646603,.19485278,.41026139,.061035555
2011,Washington Commanders,5,7.4057236,.27486587,.45437351,.021432336
2012,Washington Commanders,10,8.023613,.32350689,.51911336,.048953071
2013,Washington Commanders,3,7.6780186,.34354076,.53544855,.056147747
2014,Washington Commanders,4,7.1209812,.30058083,.50095886,.053514346
2015,Washington Commanders,9,7.3390274,.22072722,.52325696,.063526824
2016,Washington Commanders,8.5,8.0153332,.14116159,.58386284,.15218945
2017,Washington Commanders,7,8.5524826,.16711892,.5325883,.15800844
2018,Washington Commanders,7,8.4621181,.2421689,.54245502,.12961066
2019,Washington Commanders,3,8.3270645,.29157624,.56354934,.16604823
2020,Washington Commanders,7,9.1501312,.27114573,.50137758,.15550095
2021,Washington Commanders,7,8.2428532,.25060514,.5006234,.13343272
2022,Washington Commanders,8.5,8.4530067,.29670829,.54725873,.15669948
2023,Washington Commanders,4,8.4913826,.28198859,.44080812,.044538643
2024,Washington Commanders,12,8.9324017,.21236773,.51025069,.060963579
